University,American Indian or Alaska Native,Asian,Black or African American,Hispanic or Latino,Native Hawaiian or Other Pacific Islanders,Non-resident Alien,Two or More Races,White
Baccalaureate Colleges,0.7762207339415812,4.37362516161053,13.768175440101471,14.452117327712452,0.2504886612214386,5.179870221383447,4.135881520333822,57.06362093369526
Berea College,0.0,3.889674681753889,18.67043847241867,15.417256011315416,0.07072135785007072,8.415841584158416,8.84016973125884,44.6958981612447
